name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
crazywar,"Crazy War","2002",Eolith,-,-,-,YES,NO,NO,NO,NO,vegaeo.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,eolith/vegaeo.cpp
cclownz,"Crazzy Clownz (Version 1.0)","1999","LAI Games",-,-,-,YES,NO,NO,NO,NO,lethalj.cpp,BUONO,RASTER,"0",512,236,HORIZONTAL,ice/lethalj.cpp
crimec,"Crime City (World)","1989","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,taito_b.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,taito/taito_b.cpp
crimfght,"Crime Fighters (World 2 players)","1989",Konami,-,-,-,YES,NO,NO,NO,NO,crimfght.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,konami/crimfght.cpp
crimepat,"Crime Patrol (v1.51)","1993","American Laser Games",alg_bios,-,-,YES,NO,NO,NO,YES,alg.cpp,PRELIMINARE,RASTER,"0",724,483,HORIZONTAL,amiga/alg.cpp
"crimep2","Crime Patrol 2: Drug Wars (v1.3)","1993","American Laser Games",alg_bios,-,-,YES,NO,NO,NO,YES,alg.cpp,PRELIMINARE,RASTER,"0",724,483,HORIZONTAL,amiga/alg.cpp
crszone,"Crisis Zone (World, CSZO4 Ver. B)","1999",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos23.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namco/namcos23.cpp"
critcrsh,"Critter Crusher (EA 951204 V1.000)","1995",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
croquis,"Croquis (Korea)","1996",Deniam,-,-,-,YES,NO,NO,NO,NO,deniam.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,sega/deniam.cpp
crospang,"Cross Pang","1998","F2 System",-,-,-,YES,NO,NO,NO,NO,crospang.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,"f32/crospang.cpp"
crospuzl,"Cross Puzzle","200?",-,-,-,-,YES,NO,NO,NO,NO,crospuzl.cpp,PRELIMINARE,RASTER,"0",320,240,HORIZONTAL,misc/crospuzl.cpp
crossbow,"Crossbow (version 2.0)","1983",Exidy,-,-,-,YES,NO,NO,NO,NO,"exidy440.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"exidy/exidy440.cpp"
crsword,"Crossed Swords (ALM-002 ~ ALH-002)","1991","Alpha Denshi Co.",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
"crswd2bl","Crossed Swords 2 (bootleg of CD version)","1996","bootleg (Razoola)",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
crgolf,"Crowns Golf (834-5419-04)","1984","Nasco Japan",-,-,-,YES,NO,NO,NO,NO,crgolf.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,nasco/crgolf.cpp
crgolfhi,"Crowns Golf in Hawaii","1985","Nasco Japan",-,-,-,YES,NO,NO,NO,NO,crgolf.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,nasco/crgolf.cpp
cbuster,"Crude Buster (World FX version)","1990","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,cbuster.cpp,INCOMPLETO,RASTER,"0",256,240,HORIZONTAL,dataeast/cbuster.cpp
crusnexo,"Cruis'n Exotica (version 2.4)","1999",Midway,-,-,-,YES,NO,NO,NO,NO,midzeus.cpp,PRELIMINARE,RASTER,"0",512,400,HORIZONTAL,midway/midzeus.cpp
crusnusa,"Cruis'n USA (v4.5)","1994",Midway,-,-,-,YES,NO,NO,NO,NO,midvunit.cpp,BUONO,RASTER,"0",512,400,HORIZONTAL,midway/midvunit.cpp
crusnwld,"Cruis'n World (v2.5)","1996",Midway,-,-,-,YES,NO,NO,NO,NO,midvunit.cpp,BUONO,RASTER,"0",512,400,HORIZONTAL,midway/midvunit.cpp
crush,"Crush Roller (set 1)","1981","Alpha Denshi Co. / Kural Samno Electric, Ltd.",-,-,-,YES,NO,NO,NO,NO,pacman.cpp,BUONO,RASTER,"90",288,224,VERTICAL,pacman/pacman.cpp
crusherm,"Crusher Makochan (Japan)","1999",Takumi,-,-,-,YES,NO,NO,NO,NO,cave.cpp,BUONO,RASTER,"0",318,239,HORIZONTAL,atlus/cave.cpp
cryptklr,"Crypt Killer (GQ420 UAA)","1995",Konami,-,-,-,YES,NO,NO,NO,YES,konamigq.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,konami/konamigq.cpp
ccastles,"Crystal Castles (version 4)","1983",Atari,-,-,-,YES,NO,NO,NO,NO,ccastles.cpp,BUONO,RASTER,"0",256,232,HORIZONTAL,atari/ccastles.cpp
"4enlinea","Cuatro en Linea (rev. A-07)","1991","Compumatic / CIC Play",-,-,-,YES,NO,NO,NO,NO,"4enlinea.cpp",PRELIMINARE,RASTER,"0",640,200,HORIZONTAL,"misc/4enlinea.cpp"
cubeqst,"Cube Quest (01/04/84)","1983",Simutrek,-,-,-,YES,NO,NO,NO,YES,cubeqst.cpp,BUONO,RASTER,"0",704,480,HORIZONTAL,misc/cubeqst.cpp
cubybop,"Cuby Bop (location test)","199?","Hot-B Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,taito_l.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,taito/taito_l.cpp
cuebrick,"Cue Brick (World, version D)","1989",Konami,-,-,-,YES,NO,NO,NO,NO,tmnt.cpp,BUONO,RASTER,"0",304,224,HORIZONTAL,konami/tmnt.cpp
curvebal,"Curve Ball","1984",Mylstar,-,-,-,YES,NO,NO,NO,NO,gottlieb.cpp,BUONO,RASTER,"270",256,240,VERTICAL,gottlieb/gottlieb.cpp
cutefght,"Cute Fighter","1998",SemiCom,-,-,-,YES,NO,NO,NO,NO,dreamwld.cpp,BUONO,RASTER,"0",308,224,HORIZONTAL,misc/dreamwld.cpp
cutieq,"Cutie Q","1979",Namco,-,-,-,YES,NO,NO,NO,NO,warpwarp.cpp,BUONO,RASTER,"90",272,224,VERTICAL,namco/warpwarp.cpp
cybattlr,Cybattler,"1993",Jaleco,-,-,-,YES,NO,NO,NO,NO,"megasys1.cpp",BUONO,RASTER,"90",256,224,VERTICAL,"jaleco/megasys1.cpp"
cybrcomm,"Cyber Commando (Japan, CY1)","1994",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos22.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos22.cpp"
cybrcycc,"Cyber Cycles (World, CB2 Ver.C)","1995",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos22.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos22.cpp"
eswat,"Cyber Police ESWAT (set 4, World) (FD1094 317-0130)","1989",Sega,-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"sega/segas16b.cpp"
mt_eswat,"Cyber Police ESWAT: Enhanced Special Weapons and Tactics (Mega-Tech)","1990",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,sega/megatech.cpp
cybsled,"Cyber Sled (CY2, World)","1993",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos21_c67.cpp",PRELIMINARE,RASTER,"0",496,480,HORIZONTAL,"namco/namcos21_c67.cpp"
cybertnk,"Cyber Tank (v1.4)","1988",Coreland,-,-,-,YES,NO,NO,NO,NO,cybertnk.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,misc/cybertnk.cpp
von,"Cyber Troopers Virtual-On - Twin (Export)","1995",Sega,-,-,-,YES,NO,NO,NO,NO,"model2.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model2.cpp"
cyberlip,"Cyber-Lip (NGM-010)","1990",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
cyberbal,"Cyberball (rev 4)","1988","Atari Games",-,-,-,YES,NO,NO,NO,NO,cyberbal.cpp,BUONO,RASTER,"0",672,240,HORIZONTAL,atari/cyberbal.cpp
cybots,"Cyberbots: Fullmetal Madness (Europe 950424)","1995",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
cybstorm,"Cyberstorm (prototype)","1993","Atari Games",-,-,-,YES,NO,NO,NO,NO,cybstorm.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,atari/cybstorm.cpp
cyclemb,"Cycle Maabou (Japan)","1984","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,cyclemb.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,taito/cyclemb.cpp
cyclshtg,"Cycle Shooting","1986",Taito,-,-,-,YES,NO,NO,NO,NO,nycaptor.cpp,PRELIMINARE,RASTER,"90",256,224,VERTICAL,taito/nycaptor.cpp
cyclwarr,"Cycle Warriors (rev C)","1991",Tatsumi,-,-,-,YES,NO,NO,NO,NO,cyclwarr.cpp,PRELIMINARE,RASTER,"0",320,240,HORIZONTAL,tatsumi/cyclwarr.cpp
cyvern,"Cyvern - The Dragon Weapons (US)","1998",Kaneko,skns,-,-,YES,NO,NO,NO,NO,suprnova.cpp,INCOMPLETO,RASTER,"90",320,240,VERTICAL,kaneko/suprnova.cpp
black,"Czernyj Korabl (Arcade bootleg of ZX Spectrum 'Blackbeard')","19??",bootleg,-,-,-,YES,NO,NO,NO,NO,"photon2.cpp",BUONO,RASTER,"0",352,296,HORIZONTAL,"misc/photon2.cpp"
dcon,D-Con,"1992",Success,-,-,-,YES,NO,NO,NO,NO,dcon.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,seibu/dcon.cpp
dday,D-Day,"1982",Olympia,-,-,-,YES,NO,NO,NO,NO,dday.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,olympia/dday.cpp
ddayjlc,"D-Day (Jaleco set 1)","1984",Jaleco,-,-,-,YES,NO,NO,NO,NO,ddayjlc.cpp,INCOMPLETO,RASTER,"90",256,224,VERTICAL,jaleco/ddayjlc.cpp
ddcrew,"D. D. Crew (World, 3 Players) (FD1094 317-0190)","1991",Sega,-,-,-,YES,NO,NO,NO,NO,"segas18.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"sega/segas18.cpp"
dacholer,Dacholer,"1983",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,dacholer.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,nichibutsu/dacholer.cpp
"dai3wksi","Dai 3 Wakusei (Japan)","1979","Sun Electronics",-,-,"dai3wksi",YES,NO,NO,NO,NO,"dai3wksi.cpp",INCOMPLETO,RASTER,"270",256,240,VERTICAL,"sunelectronics/dai3wksi.cpp"
daikaiju,"Daikaiju no Gyakushu (rev 1)","1986",Taito,-,-,-,YES,NO,NO,NO,NO,lsasquad.cpp,INCOMPLETO,RASTER,"270",256,224,VERTICAL,taito/lsasquad.cpp
daioh,Daioh,"1993",Athena,-,-,-,YES,NO,NO,NO,NO,seta.cpp,BUONO,RASTER,"270",384,240,VERTICAL,seta/seta.cpp
daiskiss,"Daisu-Kiss (ver JAA)","1996",Konami,konamigx,-,-,YES,NO,NO,NO,NO,konamigx.cpp,INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,konami/konamigx.cpp
ddboy,"Dam Dam Boy (on dedicated PCB)","1994",Konami,-,-,-,YES,NO,NO,NO,NO,konmedal.cpp,INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,konami/konmedal.cpp
dambustr,"Dambusters (US, set 1)","1981","South West Research",-,-,-,YES,NO,NO,NO,NO,dambustr.cpp,BUONO,RASTER,"90",256,224,VERTICAL,galaxian/dambustr.cpp
dankuga,"Dan-Ku-Ga (Ver 0.0J 1994/12/13, prototype)","1994","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,"taito/taito_f3.cpp"
danceyes,"Dancing Eyes (World, DC2/VER.B)","1996",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos11.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos11.cpp"
dangerex,"Danger Express (prototype)","1992","Atari Games",-,-,-,YES,NO,NO,NO,NO,"atarig42.cpp",BUONO,RASTER,"0",336,240,HORIZONTAL,"atari/atarig42.cpp"
dangerz,"Danger Zone (rev 2)","1986",Cinematronics,-,-,-,YES,NO,NO,NO,NO,leland.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,cinematronics/leland.cpp
dangcurv,"Dangerous Curves (Ver 2.9 O)","1995",Taito,-,-,-,YES,NO,NO,NO,NO,taitojc.cpp,PRELIMINARE,RASTER,"0",512,400,HORIZONTAL,taito/taitojc.cpp
ddungeon,"Dangerous Dungeons (set 1)","1992","The Game Room",-,-,-,YES,NO,NO,NO,NO,ddragon.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,technos/ddragon.cpp
dangseed,"Dangerous Seed (Japan)","1989",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos1.cpp",BUONO,RASTER,"90",288,224,VERTICAL,"namco/namcos1.cpp"
indyheat,"Danny Sullivan's Indy Heat (rev 1)","1991","Leland Corporation",-,-,-,YES,NO,NO,NO,NO,leland.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,cinematronics/leland.cpp
darius,"Darius (World, rev 2)","1986","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,darius.cpp,BUONO,RASTER,"0",288,224,HORIZONTAL,taito/darius.cpp
dariusg,"Darius Gaiden - Silver Hawk (Ver 2.5O 1994/09/19)","1994","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,232,HORIZONTAL,"taito/taito_f3.cpp"
dariusgx,"Darius Gaiden - Silver Hawk Extra Version (Ver 2.7J 1995/03/06) (Official Hack)","1994","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,232,HORIZONTAL,"taito/taito_f3.cpp"
"darius2","Darius II (triple screen) (Japan, rev 1)","1989","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,ninjaw.cpp,INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,taito/ninjaw.cpp
darkedge,"Dark Edge (World)","1992",Sega,-,-,-,YES,NO,NO,NO,NO,"segas32.cpp",INCOMPLETO,RASTER,"0",416,224,HORIZONTAL,"sega/segas32.cpp"
darkhleg,"Dark Horse Legend (GX706 VER. JAA)","1998",Konami,"sys573",-,-,YES,NO,NO,NO,YES,"ksys573.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"konami/ksys573.cpp"
darkplnt,"Dark Planet","1982","Stern Electronics",-,-,-,YES,NO,NO,NO,NO,scobra.cpp,BUONO,RASTER,"180",256,224,HORIZONTAL,galaxian/scobra.cpp
darkseal,"Dark Seal (World revision 3)","1990","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,darkseal.cpp,INCOMPLETO,RASTER,"0",256,240,HORIZONTAL,dataeast/darkseal.cpp
darktowr,"Dark Tower","1992","The Game Room",-,-,-,YES,NO,NO,NO,NO,ddragon.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,technos/ddragon.cpp
darkwar,"Dark Warrior","1981","Century Electronics",-,-,-,YES,NO,NO,NO,NO,cvs.cpp,INCOMPLETO,RASTER,"90",240,248,VERTICAL,misc/cvs.cpp
dstlk,"Darkstalkers: The Night Warriors (Europe 940705)","1994",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
darwin,"Darwin 4078 (Japan)","1986","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,brkthru.cpp,BUONO,RASTER,"270",240,240,VERTICAL,dataeast/brkthru.cpp
nss_aten,"David Crane's Amazing Tennis (Nintendo Super System)","1992","Absolute Entertainment Inc.",nss,-,-,YES,NO,NO,NO,NO,nss.cpp,PRELIMINARE,RASTER,"0",512,225,HORIZONTAL,nintendo/nss.cpp
daytona,"Daytona USA (Revision A)","1994",Sega,-,-,-,YES,NO,NO,NO,NO,"model2.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model2.cpp"
"daytona2","Daytona USA 2: Battle on the Edge (Japan, Revision A)","1998",Sega,-,-,-,YES,NO,NO,NO,NO,"model3.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model3.cpp"
"dayto2pe","Daytona USA 2: Power Edition (Japan)","1998",Sega,-,-,-,YES,NO,NO,NO,NO,"model3.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model3.cpp"
dazzler,Dazzler,"1982","Century Electronics",-,-,-,YES,NO,NO,NO,NO,cvs.cpp,INCOMPLETO,RASTER,"90",240,248,VERTICAL,misc/cvs.cpp
deadang,"Dead Angle","1988","Seibu Kaihatsu",-,-,-,YES,NO,NO,NO,NO,deadang.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,seibu/deadang.cpp
deadconx,"Dead Connection (World)","1992","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,"taito_f2.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"taito/taito_f2.cpp"
deadeye,"Dead Eye","1978","Meadows Games, Inc.",-,-,-,YES,NO,NO,NO,NO,meadows.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,meadows/meadows.cpp
kdeadeye,"Dead Eye (GV054 UAA01)","1996",Konami,konamigv,-,-,YES,NO,NO,NO,YES,konamigv.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,konami/konamigv.cpp
doa,"Dead or Alive (Model 2B, Revision C)","1996",Tecmo,-,-,-,YES,NO,NO,NO,NO,"model2.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model2.cpp"
doapp,"Dead Or Alive ++ (Japan/USA/Export)","1998",Tecmo,"coh1002m",-,-,YES,NO,NO,NO,NO,zn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,sony/zn.cpp
"doa2m","Dead or Alive 2 Millennium","2000",Tecmo,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
deathcox,"Death Crimson OX (USA)","2000","Ecole Software",naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
deathsml,"Deathsmiles (2007/10/09 MASTER VER)","2007","Cave (AMI license)",-,-,-,YES,NO,NO,NO,NO,"cv1k.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"cave/cv1k.cpp"
dsmbl,"Deathsmiles MegaBlack Label (2008/10/06 MEGABLACK LABEL VER)","2008","Cave (AMI license)",-,-,-,YES,NO,NO,NO,NO,"cv1k.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"cave/cv1k.cpp"
decathlt,"Decathlete (JUET 960709 V1.001)","1996",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,PRELIMINARE,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
decodark,"DECO Cassette System ROM Multigame (Darksoft, v17)","2022","bootleg (Darksoft)",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,dataeast/decocass.cpp
decomult,"DECO Cassette System ROM Multigame (David Widel)","2008","bootleg (David Widel)",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,dataeast/decocass.cpp
deerhunt,"Deer Hunting USA V4.3","2000","Sammy USA Corporation",-,-,-,YES,NO,NO,NO,NO,"seta2.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"seta/seta2.cpp"
redufo,"Defend the Terra Attack on the Red UFO","1981",Artic,-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"270",768,224,VERTICAL,galaxian/galaxian.cpp
defender,"Defender (Red label)","1980",Williams,-,-,-,YES,NO,NO,NO,NO,williams.cpp,BUONO,RASTER,"0",292,240,HORIZONTAL,midway/williams.cpp
ar_dlta,"Delta Command (Arcadia)","1988","Arcadia Systems",ar_bios,-,-,YES,NO,NO,NO,NO,arsystems.cpp,BUONO,RASTER,"0",724,483,HORIZONTAL,amiga/arsystems.cpp
"deluxe5","Deluxe 5 (ver. 0107, 07/01/2000, set 1)","2000",ESD,-,-,-,YES,NO,NO,NO,NO,"esd16.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"misc/esd16.cpp"
demofist,"Demolish Fist","2003","Polygon Magic / Dimps",awbios,-,-,YES,NO,NO,NO,NO,dc_atomiswave.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/dc_atomiswave.cpp
demoderb,"Demolition Derby","1984","Bally Midway",-,-,-,YES,NO,NO,NO,NO,mcr.cpp,BUONO,RASTER,"0",512,480,HORIZONTAL,midway/mcr.cpp
demon,Demon,"1982",Rock-Ola,-,-,-,YES,NO,NO,NO,NO,cinemat.cpp,BUONO,VECTOR,"180",0,0,HORIZONTAL,cinematronics/cinemat.cpp
dmnfrnt,"Demon Front / Moyu Zhanxian (68k label V105, ROM M105XX 08/05/02) (ARM label V105, ROM 08/05/02 S105XX)","2002",IGS,pgm,-,-,YES,NO,NO,NO,NO,pgm.cpp,INCOMPLETO,RASTER,"0",448,224,HORIZONTAL,igs/pgm.cpp
demonwld,"Demon's World (World) / Horror Story (Japan) (set 1)","1990",Toaplan,-,-,-,YES,NO,NO,NO,NO,"toaplan1.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"toaplan/toaplan1.cpp"
demoneye,Demoneye-X,"1981",Irem,-,-,-,YES,NO,NO,NO,NO,redalert.cpp,PRELIMINARE,RASTER,"270",256,240,VERTICAL,irem/redalert.cpp
demndrgn,"Demons & Dragons (prototype)","1982","Dave Nutting Associates / Bally Midway",-,-,-,YES,NO,NO,NO,NO,astrocde.cpp,PRELIMINARE,RASTER,"0",352,240,HORIZONTAL,midway/astrocde.cpp
denjinmk,"Denjin Makai (set 1)","1994","Winkysoft (Banpresto license)",-,-,-,YES,NO,NO,NO,NO,legionna.cpp,BUONO,RASTER,"0",320,256,HORIZONTAL,seibu/legionna.cpp
"dendego3","Densha de GO 3! Tsukin-hen (Ver 2.03 J)","2000",Taito,taitotz,-,-,YES,NO,NO,NO,YES,taitotz.cpp,PRELIMINARE,RASTER,"0",512,384,HORIZONTAL,taito/taitotz.cpp
dendego,"Densha de GO! (Ver 2.3 J)","1996",Taito,-,-,-,YES,NO,NO,NO,NO,taitojc.cpp,INCOMPLETO,RASTER,"0",512,400,HORIZONTAL,taito/taitojc.cpp
"dendego2","Densha de GO! 2 Kousoku-hen (Ver 2.5 J)","1998",Taito,-,-,-,YES,NO,NO,NO,NO,taitojc.cpp,INCOMPLETO,RASTER,"0",512,400,HORIZONTAL,taito/taitojc.cpp
depthch,Depthcharge,"1977",Gremlin,-,-,depthch,YES,NO,NO,NO,NO,vicdual.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,sega/vicdual.cpp
derbyoc,"Derby Owners Club (Japan, Rev B)","1999",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
"derbyo2k","Derby Owners Club 2000 Ver.2 (Japan, Rev A)","2000",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
"derbyoc2","Derby Owners Club II Ver.2.1 (Japan, Rev B)","2001",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
derbyocw,"Derby Owners Club World Edition EX (Rev D)","2005",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
deroon,"Deroon DeroDero (earlier, set 1)","1995",Tecmo,-,-,-,YES,NO,NO,NO,NO,tecmosys.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,tecmo/tecmosys.cpp
desertbr,"Desert Breaker (World) (FD1094 317-0196)","1992",Sega,-,-,-,YES,NO,NO,NO,NO,"segas18.cpp",BUONO,RASTER,"270",320,224,VERTICAL,"sega/segas18.cpp"
desertdn,"Desert Dan","1982","Kawakusu (Video Optics license)",-,-,-,YES,NO,NO,NO,NO,thepit.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,thepit/thepit.cpp
desertgu,"Desert Gun","1977","Dave Nutting Associates / Midway",-,-,-,YES,NO,NO,NO,NO,"mw8080bw.cpp",INCOMPLETO,RASTER,"0",260,224,HORIZONTAL,"midw8080/mw8080bw.cpp"
desert,"Desert Tank","1994","Sega / Martin Marietta",-,-,-,YES,NO,NO,NO,NO,"model2.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model2.cpp"
desertwr,"Desert War / Wangan Sensou (ver 1.0)","1995",Jaleco,-,-,-,YES,NO,NO,NO,NO,"ms32.cpp",INCOMPLETO,RASTER,"270",320,224,VERTICAL,"jaleco/ms32.cpp"
destroyr,"Destroyer (Atari, version O2)","1977",Atari,-,-,-,YES,NO,NO,NO,NO,destroyr.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,atari/destroyr.cpp
destryer,"Destroyer (Cidelsa, set 1)","1980",Cidelsa,-,-,-,YES,NO,NO,NO,NO,cidelsa.cpp,INCOMPLETO,RASTER,"90",294,294,VERTICAL,efo/cidelsa.cpp
devstors,"Devastators (ver. Z)","1988",Konami,-,-,-,YES,NO,NO,NO,NO,mainevt.cpp,PRELIMINARE,RASTER,"90",288,224,VERTICAL,konami/mainevt.cpp
devilfsh,"Devil Fish (Mars hardware)","1982",Artic,-,-,-,YES,NO,NO,NO,NO,scramble.cpp,BUONO,RASTER,"90",256,224,VERTICAL,galaxian/scramble.cpp
devilw,"Devil World","1987",Konami,-,-,-,YES,NO,NO,NO,NO,"twin16.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"konami/twin16.cpp"
devzone,"Devil Zone","1980",Universal,-,-,-,YES,NO,NO,NO,NO,cosmic.cpp,INCOMPLETO,RASTER,"270",256,192,VERTICAL,universal/cosmic.cpp
dharma,"Dharma Doujou","1994",Metro,-,-,-,YES,NO,NO,NO,NO,metro.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,metro/metro.cpp
diamrun,"Diamond Run","1989","KH Video",-,-,-,YES,NO,NO,NO,NO,gng.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,capcom/gng.cpp
dicegame,"Dice - The Dice Game!","1991","bootleg (Tuning)",-,-,-,YES,NO,NO,NO,NO,"m90.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"irem/m90.cpp"
diehard,"Die Hard Arcade (UET 960515 V1.000)","1996",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
